169.00,301.00
168.00,301.00
167.00,301.00
166.00,301.00
165.00,301.00
164.00,301.00
163.00,301.00
162.00,301.00
161.00,301.00
160.00,301.00
159.00,301.00
158.00,301.00
157.00,301.00
156.00,301.00
155.00,301.00
154.00,301.00
153.00,301.00
153.00,302.00
153.00,303.00
152.00,303.00
151.00,303.00
151.00,304.00
150.00,304.00
149.00,304.00
149.00,305.00
148.00,305.00
147.00,305.00
147.00,306.00
146.00,306.00
145.00,307.00
144.00,307.00
144.00,308.00
143.00,308.00
143.00,309.00
142.00,309.00
141.00,309.00
141.00,310.00
140.00,310.00
140.00,311.00
139.00,311.00
138.00,311.00
138.00,312.00
138.00,313.00
138.00,314.00
138.00,315.00
138.00,316.00
138.00,317.00
138.00,318.00
138.00,319.00
138.00,320.00
139.00,321.00
139.00,322.00
139.00,323.00
140.00,323.00
140.00,324.00
141.00,324.00
141.00,325.00
142.00,325.00
142.00,326.00
143.00,326.00
143.00,327.00
144.00,327.00
145.00,327.00
146.00,327.00
146.00,328.00
147.00,328.00
149.00,328.00
149.00,329.00
150.00,329.00
151.00,329.00
152.00,329.00
153.00,329.00
154.00,329.00
155.00,329.00
156.00,329.00
157.00,329.00
158.00,329.00
159.00,329.00
160.00,329.00
161.00,329.00
162.00,329.00
163.00,329.00
164.00,329.00
164.00,330.00
165.00,330.00
166.00,330.00
167.00,330.00
168.00,330.00
169.00,330.00
170.00,330.00
171.00,330.00
171.00,329.00
171.00,328.00
170.00,328.00
169.00,328.00
168.00,328.00
168.00,327.00
167.00,327.00
166.00,327.00
166.00,326.00
165.00,326.00
164.00,326.00
163.00,326.00
162.00,326.00
162.00,325.00
161.00,325.00
160.00,325.00
159.00,325.00
158.00,325.00
157.00,325.00
157.00,324.00
156.00,324.00
155.00,324.00
154.00,324.00
153.00,324.00
153.00,323.00
152.00,323.00
151.00,323.00
151.00,322.00
150.00,322.00
149.00,322.00
148.00,322.00
147.00,322.00
147.00,321.00
146.00,321.00
146.00,320.00
146.00,319.00
146.00,318.00
146.00,317.00
146.00,316.00
146.00,315.00
147.00,315.00
147.00,314.00
148.00,314.00
149.00,314.00
150.00,313.00
151.00,313.00
152.00,313.00
152.00,312.00
153.00,312.00
154.00,312.00
155.00,312.00
155.00,311.00
156.00,311.00
157.00,311.00
158.00,311.00
158.00,310.00
159.00,310.00
160.00,310.00
161.00,310.00
162.00,310.00
163.00,310.00
163.00,309.00
164.00,309.00
165.00,309.00
166.00,309.00
167.00,309.00
168.00,309.00
169.00,309.00
170.00,309.00
170.00,308.00
171.00,308.00
172.00,308.00
173.00,308.00
174.00,308.00
174.00,307.00
175.00,307.00
176.00,307.00
176.00,306.00
177.00,306.00
177.00,305.00
177.00,304.00
176.00,304.00
175.00,304.00
174.00,304.00
174.00,303.00
174.00,302.00
174.00,301.00
173.00,301.00
172.00,301.00
171.00,301.00
170.00,301.00
169.00,301.00
