180.00,305.00
180.00,304.00
180.00,303.00
180.00,302.00
180.00,301.00
181.00,301.00
181.00,300.00
181.00,299.00
181.00,298.00
181.00,297.00
182.00,296.00
182.00,295.00
182.00,294.00
182.00,293.00
182.00,292.00
182.00,291.00
183.00,291.00
183.00,290.00
183.00,289.00
183.00,288.00
183.00,287.00
183.00,286.00
183.00,285.00
183.00,284.00
183.00,283.00
183.00,282.00
184.00,282.00
184.00,281.00
184.00,280.00
184.00,278.00
184.00,277.00
185.00,277.00
186.00,277.00
187.00,277.00
188.00,277.00
189.00,277.00
190.00,277.00
191.00,277.00
192.00,277.00
193.00,277.00
194.00,277.00
195.00,277.00
196.00,277.00
196.00,278.00
197.00,278.00
197.00,279.00
197.00,280.00
197.00,281.00
197.00,282.00
197.00,283.00
197.00,284.00
197.00,285.00
196.00,285.00
196.00,286.00
196.00,287.00
196.00,288.00
196.00,289.00
196.00,290.00
196.00,291.00
196.00,292.00
196.00,293.00
196.00,294.00
196.00,295.00
196.00,296.00
196.00,297.00
195.00,298.00
195.00,299.00
195.00,300.00
195.00,301.00
195.00,302.00
195.00,303.00
195.00,304.00
195.00,305.00
194.00,305.00
193.00,305.00
193.00,306.00
192.00,306.00
191.00,306.00
190.00,306.00
189.00,306.00
188.00,306.00
187.00,306.00
187.00,305.00
186.00,305.00
186.00,304.00
185.00,304.00
184.00,304.00
183.00,304.00
183.00,303.00
182.00,303.00
181.00,303.00
180.00,303.00
